id,Premium_Wines,Value_Wines,Food_Pairing_Meat,Food_Pairing_Seafood,Food_Pairing_Spicy,Food_Pairing_Dessert,Flavor_Profile_Spice,Flavor_Profile_Oak
2684634,1,0,0,1,0,0,1,1.0
1515782,1,0,0,1,1,0,1,1.0
2440672,1,0,1,0,1,0,0,1.0
2347433,0,1,0,1,0,0,0,1.0
1380757,1,0,0,0,0,0,0,1.0
4669990,0,1,0,0,0,0,0,0.0
80351,0,0,1,0,0,0,1,0.0
13390,0,0,1,0,0,0,1,1.0
1206758,0,0,1,0,0,0,1,0.0
1886268,1,0,0,0,1,0,0,0.0
2843605,1,0,1,0,1,0,0,1.0
2495643,1,0,0,1,1,0,0,1.0
5518,1,0,1,0,0,0,0,1.0
3486547,1,0,1,0,0,0,0,1.0
3357053,1,0,0,1,1,0,0,1.0
3357392,1,0,0,1,1,0,0,1.0
1741516,1,0,0,1,0,0,0,0.0
4604083,1,0,0,1,1,0,0,1.0
1683627,1,0,0,1,1,0,0,1.0
1706213,1,0,1,0,0,0,1,1.0
100053,1,0,0,1,1,0,0,1.0
3642450,0,1,1,0,0,0,1,1.0
2400385,1,0,0,1,1,0,0,1.0
1197245,1,0,1,0,1,0,0,1.0
1597258,1,0,1,0,1,0,0,1.0
1286405,1,0,0,1,1,0,0,1.0
1362455,1,0,1,0,0,0,0,1.0
1147674,0,1,0,1,0,0,0,0.0
3502,0,1,1,0,0,0,1,0.0
1253138,0,1,0,1,0,0,0,0.0
1647556,0,0,0,1,0,0,0,1.0
1669848,0,0,0,1,0,0,0,0.0
1972874,0,0,0,0,1,0,1,0.0
1530456,0,0,1,0,1,0,0,0.0
1279827,0,0,1,0,0,0,0,1.0
1900199,0,1,1,0,0,0,0,1.0
1158534,0,1,0,1,0,0,0,0.0
2421865,0,0,0,1,0,0,0,0.0
1477419,0,0,1,0,0,0,0,1.0
1693,0,0,0,1,0,0,0,0.0
1412412,0,0,1,0,1,0,0,1.0
7005,0,0,1,0,0,0,0,1.0
1129960,0,0,1,0,0,0,0,1.0
86878,0,0,1,0,0,0,0,1.0
1626259,0,0,0,1,0,0,0,1.0
1166002,0,0,1,0,0,0,0,1.0
3415603,0,0,0,1,0,0,0,1.0
5328418,0,0,0,1,0,0,0,1.0
5072458,0,0,1,0,0,0,0,0.0
1176234,0,0,1,0,0,0,0,1.0
4194155,0,0,1,0,0,0,0,1.0
2204085,0,0,0,1,0,0,0,1.0
1805833,0,0,1,0,0,0,0,1.0
79961,1,0,1,0,0,0,0,1.0
1253160,1,0,1,0,1,0,0,1.0
2661569,0,0,0,1,0,0,0,0.0
8028622,0,0,1,0,0,0,0,0.0
4371728,0,0,0,1,0,0,0,0.0
2321919,0,0,1,0,0,0,0,0.0
1507332,0,1,0,0,0,1,0,0.0
1741998,0,0,1,0,0,0,0,0.0
1226597,0,1,1,0,0,0,1,1.0
1145296,0,1,0,1,1,0,0,0.0
1505783,0,0,0,0,0,1,1,0.0
1701011,0,1,0,1,1,0,0,0.0
90967,0,0,0,1,1,0,0,0.0
1319981,0,0,0,1,0,0,0,0.0
1626977,0,1,0,1,1,0,0,0.0
4878245,1,0,1,0,0,0,1,1.0
1824556,0,0,1,0,0,0,1,1.0
5453441,0,0,1,0,0,0,1,1.0
6808077,0,1,0,1,0,0,0,0.0
1209826,0,1,1,0,0,0,0,0.0
1139437,1,0,1,0,0,0,1,1.0
1121969,0,0,0,1,0,0,0,0.0
1244071,0,1,0,1,0,0,0,0.0
87577,0,1,0,1,1,0,0,0.0
6995322,0,0,1,0,0,0,1,1.0
1269657,1,0,1,0,1,0,1,1.0
2441,1,0,0,1,0,0,0,1.0
6232388,0,0,1,1,0,0,1,0.0
93950,0,1,1,0,0,0,0,0.0
2581881,1,0,1,0,1,0,1,1.0
7339054,1,0,1,1,0,0,1,1.0
77449,1,0,1,0,1,0,1,1.0
1314675,0,0,1,0,0,0,1,1.0
8438,0,0,1,0,0,0,0,1.0
4919,1,0,1,1,0,0,0,1.0
1548707,0,1,0,1,0,0,0,0.0
1382222,1,0,0,1,0,0,0,0.0
1870843,0,1,0,1,0,0,0,0.0
1221456,1,0,1,0,0,0,0,1.0
5962418,0,1,1,1,0,0,0,1.0
2865488,1,0,1,0,0,0,0,1.0
1680525,0,1,1,0,0,0,0,0.0
100167,1,0,1,0,1,0,1,1.0
5052666,1,0,1,1,1,0,0,1.0
1305000,1,0,1,1,0,0,0,1.0
2875574,1,0,1,1,0,0,0,1.0
86891,0,0,0,1,1,0,1,0.0
5724738,0,1,1,1,1,0,0,1.0
7894,1,0,1,1,0,0,0,1.0
1923854,1,0,1,0,1,0,0,1.0
7843489,1,0,1,0,1,0,0,1.0
4756955,0,1,0,1,0,0,0,0.0
7936,0,0,1,0,0,0,1,1.0
1312449,0,0,0,1,0,0,0,0.0
1275113,0,0,0,1,0,0,0,0.0
5888240,1,0,1,0,1,0,0,1.0
1674739,0,0,1,0,0,0,1,0.0
73757,0,1,1,0,0,0,1,1.0
1923441,0,0,1,1,0,0,0,1.0
4884044,0,0,1,1,0,0,0,1.0
1207410,0,0,1,0,0,0,0,1.0
2038688,0,0,1,1,0,0,0,1.0
87596,0,1,1,0,0,0,0,1.0
3960216,0,0,1,0,0,0,0,1.0
7729,0,0,0,1,0,0,0,1.0
2062022,0,0,0,0,0,1,0,0.0
1182595,0,0,0,1,1,0,1,0.0
2144065,0,0,1,0,0,0,0,0.0
1197691,0,0,1,0,0,0,0,1.0
8837,0,1,1,0,0,0,1,0.0
3237699,0,0,1,0,0,0,1,0.0
1849539,0,0,1,0,0,0,1,1.0
3289938,0,0,0,1,0,0,0,0.0
2388389,0,0,1,1,0,0,0,0.0
1124815,0,1,1,0,0,0,0,1.0
2440999,0,1,1,0,0,0,1,1.0
1215920,0,1,0,1,0,0,0,0.0
5630271,0,0,1,1,0,0,0,1.0
1842994,0,1,0,1,0,0,0,1.0
3141357,0,1,1,0,0,0,0,1.0
3200276,0,0,1,0,0,0,1,1.0
2111607,0,1,1,0,0,0,1,0.0
5632195,1,0,1,1,0,0,0,1.0
1896625,1,0,1,0,0,0,0,1.0
2524153,0,1,1,1,0,0,0,1.0
1133324,0,1,1,1,0,0,0,1.0
1694301,0,0,1,1,0,0,0,1.0
2189290,0,0,1,0,1,0,1,0.0
2695604,0,0,1,0,1,0,1,0.0
1742660,0,0,1,0,1,0,0,1.0
1877117,1,0,1,0,0,0,1,1.0
5688193,1,0,1,1,0,0,0,1.0
4161920,1,0,0,1,0,0,0,0.0
4474290,1,0,0,1,0,0,0,1.0
79328,1,0,1,0,1,0,0,1.0
3529681,1,0,1,1,0,0,0,1.0
5374416,1,0,1,1,0,0,0,1.0
1084455,1,0,1,0,0,0,1,1.0
79264,0,0,0,1,0,0,0,1.0
16933,0,1,0,1,0,0,0,0.0
1602630,0,0,0,1,1,0,0,0.0
5808,0,1,0,1,0,0,0,1.0
3688958,0,1,1,0,0,0,0,1.0
1192389,0,0,1,0,1,0,0,1.0
5196739,0,0,1,0,0,0,0,1.0
2227176,0,0,0,1,0,0,0,1.0
7839,0,1,0,1,1,0,0,0.0
1303052,0,1,1,0,0,0,0,1.0
1306891,0,1,0,1,0,0,0,0.0
1151992,0,1,0,1,0,0,0,0.0
3200542,0,0,0,1,0,0,0,1.0
5538435,0,1,0,1,0,0,0,0.0
1144511,1,0,1,0,0,0,0,1.0
92635,0,0,0,1,0,0,0,0.0
5300403,1,0,1,1,0,0,0,1.0
5560930,0,1,0,1,0,0,0,0.0
1123564,0,0,1,0,0,0,1,1.0
1402103,0,0,0,1,0,0,1,0.0
1769843,1,0,1,0,0,0,0,1.0
1718894,0,0,1,0,0,0,0,0.0
86161,0,1,0,1,0,0,0,0.0
1553816,0,0,1,0,0,0,1,1.0
1620633,0,1,1,0,0,0,0,0.0
6760421,0,1,0,1,0,0,0,0.0
4214008,1,0,0,0,0,0,0,1.0
1110292,1,0,0,1,0,0,0,0.0
4965446,0,1,0,1,0,0,0,0.0
2640926,1,0,1,0,0,0,1,0.0
1679289,1,0,1,0,0,0,1,1.0
1656131,1,0,1,0,0,0,1,1.0
12858,1,0,0,1,0,0,0,0.0
93314,1,0,1,0,1,0,1,1.0
1571886,1,0,1,0,0,0,1,0.0
5614284,1,0,1,0,0,0,1,0.0
1451129,0,1,1,0,0,0,1,0.0
4092989,0,0,0,1,0,0,0,0.0
4852559,0,0,0,1,0,0,0,0.0
1769468,0,1,1,0,0,0,1,0.0
5329171,0,0,0,1,0,0,0,0.0
1405552,0,0,1,0,0,0,0,0.0
1126964,1,0,1,0,0,0,1,1.0
3581196,1,0,0,1,0,0,0,0.0
1755673,1,0,0,0,0,0,0,1.0
2633190,1,0,1,0,0,0,1,1.0
7316,1,0,0,1,0,0,0,0.0
2734149,0,0,0,0,0,0,1,0.0
2664991,0,0,1,0,0,0,0,0.0
4295181,0,0,1,0,0,0,0,0.0
2460684,0,0,1,0,0,0,1,0.0
1987185,0,0,0,1,0,0,0,0.0
2676040,0,0,0,1,0,0,0,0.0
9955441,0,0,0,1,1,0,0,0.0
1501508,1,0,0,1,0,0,0,1.0
779642,1,0,1,0,0,0,1,1.0
1221576,1,0,0,1,0,0,0,1.0
2407908,1,0,1,0,0,0,0,1.0
1192434,0,0,0,1,0,0,0,0.0
100316,0,1,0,1,0,0,0,0.0
2661842,1,0,1,0,0,0,0,1.0
1900686,1,0,1,0,0,0,1,1.0
5141386,1,0,1,0,0,0,1,0.0
1913630,1,0,1,0,0,0,0,1.0
1954478,1,0,0,0,1,0,1,0.0
1152348,1,0,1,0,0,0,1,1.0
63714,1,0,0,1,0,0,0,0.0
1153539,1,0,1,0,0,0,1,1.0
1810133,0,0,1,0,0,0,0,1.0
4527325,0,1,0,0,0,1,0,0.0
1194098,1,0,1,0,0,0,0,1.0
1713291,1,0,0,0,0,0,0,0.0
1706281,1,0,0,0,0,0,0,1.0
1938160,0,0,1,0,0,0,1,0.0
75885,0,1,0,0,0,1,0,0.0
1186782,0,1,1,0,0,0,0,0.0
1202812,0,0,1,0,0,0,0,1.0
16226,0,0,1,0,0,0,1,1.0
1541225,0,0,1,0,0,0,1,0.0
1839779,0,0,1,0,0,0,0,1.0
1433292,0,0,1,0,0,0,1,1.0
1182136,0,0,1,0,0,0,1,1.0
1171439,0,0,1,0,0,0,1,0.0
89993,1,0,0,0,0,0,1,0.0
1274533,1,0,1,0,0,0,1,0.0
2093329,1,0,0,1,0,1,0,0.0
1143990,1,0,1,0,0,0,0,1.0
1370136,1,0,0,1,1,0,0,0.0
1674281,0,1,0,1,0,0,0,0.0
1261007,0,0,1,0,0,0,0,1.0
1507704,0,1,0,1,0,0,0,0.0
4016105,0,1,0,1,0,0,0,0.0
9352,0,1,0,1,0,0,0,0.0
85108,0,0,1,0,1,0,1,1.0
5552214,0,0,1,0,0,0,1,0.0
1886617,0,0,0,1,0,0,0,0.0
2678504,1,0,0,0,0,0,0,1.0
779530,1,0,0,0,0,0,0,0.0
5889411,1,0,1,0,0,0,1,0.0
2494260,1,0,1,0,0,0,1,1.0
4623881,1,0,0,0,0,0,0,1.0
82449,1,0,1,0,1,0,1,1.0
1782963,1,0,1,0,0,0,0,1.0
1868630,1,0,1,0,0,0,0,1.0
96406,1,0,0,0,0,0,1,1.0
4436803,1,0,0,0,0,0,1,1.0
26514,0,0,1,0,0,0,1,1.0
1108222,0,0,1,0,0,0,0,1.0
5835657,0,0,1,0,0,0,0,0.0
2268466,0,0,1,0,0,0,1,0.0
2585636,0,0,1,0,0,0,0,0.0
1176306,0,0,0,1,0,0,0,0.0
1441314,0,0,1,0,0,0,0,1.0
2351922,0,0,1,0,0,0,0,1.0
1541463,0,0,1,0,0,0,0,0.0
1799681,0,1,0,0,0,0,1,0.0
1562784,0,0,1,0,0,0,0,0.0
2411835,0,0,0,0,0,0,0,0.0
1615065,0,0,1,0,0,0,1,0.0
5142,0,0,1,0,0,0,0,0.0
1115654,0,1,1,0,0,0,0,1.0
1222444,1,0,1,0,0,0,1,0.0
14562,0,0,0,0,0,0,0,0.0
1855664,0,0,1,0,0,0,0,1.0
1238368,0,0,0,0,0,0,0,0.0
4603034,0,0,0,0,0,0,0,0.0
1137987,0,0,0,0,0,0,0,0.0
2389976,0,0,0,0,0,0,0,0.0
1119598,0,0,0,0,0,0,0,0.0
2409062,0,0,0,0,0,0,0,0.0
12357229,0,0,1,0,0,0,0,0.0
3530624,0,0,0,0,0,0,0,0.0
1130554,0,0,0,0,0,0,0,0.0
1780059,0,0,0,0,0,0,0,0.0
1084075,0,0,0,0,0,0,0,0.0
2130058,0,0,0,0,0,0,0,0.0
3428023,0,1,1,0,0,0,0,1.0
1226616,0,0,0,1,0,0,0,0.0
2518724,1,0,1,0,0,0,0,0.0
5279,0,1,0,0,0,0,0,0.0
5704845,1,0,0,0,0,0,0,0.0
1648763,1,0,0,0,0,0,0,0.0
4527295,0,0,1,0,0,0,0,1.0
1161541,1,0,1,0,0,0,1,0.0
5857040,1,0,1,0,0,0,1,0.0
1143951,1,0,1,0,0,0,1,0.0
4263400,0,0,0,0,0,0,0,1.0
1396165,1,0,0,0,0,0,0,0.0
1195130,0,0,0,0,0,0,0,0.0
2424352,0,0,1,0,0,0,0,0.0
3163014,0,0,1,0,0,0,1,0.0
1179866,0,1,0,0,1,0,0,0.0
6399,0,1,1,0,0,0,0,0.0
1799481,0,0,0,0,1,0,0,0.0
2614374,1,0,1,0,0,0,0,1.0
83470,1,0,1,0,0,0,1,0.0
1545508,1,0,0,0,0,0,1,0.0
2685391,0,0,1,0,0,0,0,0.0
1437,1,0,0,0,0,0,0,0.0
2049376,0,1,0,1,0,0,0,1.0
1176305,0,0,0,0,1,0,0,0.0
2662460,0,0,0,0,1,0,0,0.0
11700,0,0,0,0,0,0,0,0.0
2292789,0,0,1,0,0,0,1,0.0
1913123,0,0,1,0,0,0,0,1.0
2559355,0,0,0,1,0,0,0,0.0
1231210,1,0,0,0,0,0,1,0.0
80360,1,0,1,0,0,0,1,1.0
3914,0,0,0,0,0,0,0,0.0
1215621,0,0,1,0,0,0,1,0.0
7513224,0,0,1,0,0,0,0,1.0
2240253,0,0,1,0,0,0,1,0.0
1150234,0,0,1,0,0,0,0,1.0
6213709,0,0,0,0,0,0,0,0.0
1194422,0,0,1,0,0,0,0,0.0
8670,0,0,0,0,0,0,0,0.0
8677,0,0,1,0,0,0,0,0.0
8456,1,0,0,0,0,0,0,0.0
2092966,0,1,0,0,0,0,0,0.0
1191050,0,1,0,0,0,1,0,0.0
7884,1,0,0,0,0,0,1,0.0
1647815,1,0,1,0,0,0,1,1.0
4197366,1,0,0,0,0,0,0,0.0
2292977,1,0,0,0,0,0,1,0.0
6507896,1,0,0,0,0,0,1,0.0
43564,0,0,1,0,0,0,0,0.0
1632924,0,1,0,0,0,0,0,0.0
4272920,0,0,1,0,0,0,0,0.0
5492410,0,1,1,0,0,0,0,0.0
1922495,0,0,0,0,0,0,0,0.0
1166780,0,0,1,0,0,0,0,0.0
1189785,0,1,0,0,0,0,0,0.0
4891325,1,0,0,0,0,0,0,1.0
2001996,1,0,0,0,0,0,0,1.0
16227,0,0,1,0,0,0,0,0.0
19022,0,0,0,0,0,0,0,1.0
1100348,0,0,1,0,0,0,0,1.0
1084275,0,1,1,0,0,0,0,0.0
1496758,0,0,1,0,0,0,0,1.0
1187959,0,0,0,0,0,0,0,0.0
1690911,0,0,0,0,0,0,0,0.0
2662292,0,0,0,0,1,0,0,0.0
1824392,1,0,0,0,0,0,0,1.0
2356740,0,0,1,0,0,0,0,1.0
77519,1,0,1,0,0,0,0,0.0
3208687,1,0,1,0,0,0,1,0.0
1219071,1,0,1,0,0,0,1,0.0
1850167,1,0,1,0,0,0,1,1.0
2408887,1,0,1,0,0,0,1,0.0
1146854,1,0,1,0,0,0,1,0.0
1771193,1,0,0,0,0,0,0,1.0
1224656,0,1,1,0,0,0,0,1.0
17244,0,1,0,1,0,0,0,0.0
1972414,0,0,1,0,0,0,1,1.0
3737963,0,0,1,0,0,0,0,0.0
65954,1,0,1,0,0,0,0,1.0
3413925,1,0,0,0,0,0,0,1.0
1243492,1,0,0,1,0,0,0,0.0
1173329,1,0,0,1,0,0,0,0.0
43944,1,0,1,0,0,0,1,1.0
2887030,1,0,1,0,0,0,1,1.0
1148044,1,0,1,0,0,0,0,1.0
1817021,1,0,1,0,0,0,1,1.0
87356,1,0,0,1,0,0,1,1.0
2703387,0,0,0,0,0,0,1,0.0
1138019,1,0,1,0,0,0,0,1.0
1735211,1,0,0,0,0,1,0,0.0
3606423,1,0,0,1,0,0,0,0.0
1103241,0,0,0,1,0,0,0,0.0
2129376,0,0,1,0,0,0,0,1.0
7211585,0,0,0,1,0,0,0,0.0
14433,0,0,1,0,0,0,1,0.0
82748,0,1,1,0,0,0,1,1.0
3932,0,0,0,1,0,0,0,1.0
2172117,0,0,1,0,0,0,0,0.0
2669779,0,1,0,1,1,0,0,0.0
2751681,0,0,1,0,0,0,0,0.0
2447430,0,1,0,1,0,0,0,0.0
1992746,0,0,0,1,0,0,0,1.0
1253140,0,0,0,1,0,0,0,0.0
1204017,0,0,0,1,1,0,0,0.0
75333,0,0,0,1,0,0,0,0.0
1754874,0,0,0,1,0,0,0,0.0
1515795,0,0,0,1,0,0,0,0.0
1227008,0,0,0,1,0,0,0,0.0
7179321,0,0,1,0,0,0,1,0.0
1728454,0,0,1,0,0,0,0,1.0
2021156,0,0,0,1,0,0,0,1.0
1968420,0,0,1,0,0,0,0,1.0
5213756,0,0,0,1,0,0,0,0.0
2403497,0,0,0,0,0,0,0,0.0
2468964,0,0,0,1,0,0,0,0.0
1687191,0,0,0,1,0,0,1,0.0
1631473,1,0,0,1,0,0,0,0.0
1145412,0,0,1,0,0,0,1,1.0
1150342,0,0,1,0,0,0,1,1.0
6771014,1,0,0,1,0,0,1,1.0
1925467,1,0,0,1,0,0,1,1.0
1750431,1,0,0,1,0,0,1,1.0
2782357,1,0,1,1,0,0,1,1.0
1772392,1,0,1,1,0,0,0,0.0
72624,1,0,1,0,0,0,1,1.0
2283382,1,0,1,0,0,0,1,1.0
1187823,1,0,1,0,0,0,1,1.0
1298757,0,0,1,0,0,0,1,1.0
1719480,1,0,0,1,0,0,1,0.0
2269084,0,0,1,0,0,0,1,1.0
5471139,0,0,1,0,0,0,0,1.0
1764028,0,0,0,1,0,0,0,0.0
1734409,0,0,1,0,1,0,0,0.0
1393128,0,0,0,1,0,0,0,1.0
5029068,0,0,0,1,0,0,0,0.0
85246,0,0,0,1,0,0,0,0.0
1144070,0,0,0,1,0,0,0,1.0
1739408,0,0,0,1,0,0,0,0.0
1447542,0,0,0,1,0,0,0,1.0
5492278,0,0,1,0,0,0,0,0.0
97987,0,0,1,0,0,0,0,0.0
1143008,0,1,0,1,0,0,0,0.0
5081183,1,0,0,1,0,0,0,0.0
4013476,0,0,1,0,0,0,0,0.0
3699319,0,0,0,1,1,1,0,0.0
1708717,0,0,0,1,0,0,0,0.0
4497723,0,0,1,0,0,0,0,0.0
1099386,0,0,0,1,1,0,0,0.0
1941961,0,0,0,1,0,0,0,0.0
7066453,1,0,0,1,0,0,0,1.0
2655768,0,0,0,1,0,0,1,0.0
3532767,1,0,1,0,0,0,1,1.0
5924914,0,1,1,0,1,0,0,0.0
1882396,0,0,1,0,0,0,0,0.0
1910037,0,1,1,0,0,0,0,0.0
1928102,0,0,0,1,1,0,0,0.0
1792585,0,0,1,0,0,0,0,1.0
1784693,0,0,0,1,0,0,0,1.0
1375920,0,0,0,1,0,0,0,0.0
4145166,0,0,1,0,1,0,0,1.0
4500388,0,0,1,0,0,0,1,1.0
2146035,0,0,1,0,0,0,0,1.0
1178792,0,0,0,1,0,0,0,1.0
4418439,0,0,0,1,0,0,0,0.0
4318411,1,0,0,1,0,0,1,1.0
1174524,1,0,0,1,0,0,0,1.0
21211,0,0,1,0,0,0,0,1.0
2665039,0,0,0,1,0,0,0,0.0
4215821,0,0,0,1,1,0,0,0.0
4381495,1,0,0,1,0,0,0,0.0
100392,1,0,1,0,0,0,0,1.0
5441648,0,0,1,0,1,0,0,0.0
1364205,0,0,1,0,1,0,0,1.0
1938252,0,0,1,0,0,0,0,0.0
5049744,0,0,0,1,0,0,0,0.0
10227,0,0,1,0,0,0,0,0.0
1462548,0,0,0,1,1,0,0,0.0
22246,0,0,1,0,1,0,0,1.0
6175737,0,1,0,0,0,1,1,0.0
10926,1,0,1,0,1,0,0,1.0
1669845,0,0,0,1,0,0,0,0.0
1189135,0,0,1,0,0,0,1,1.0
2628097,0,0,1,0,0,0,1,1.0
1850012,0,0,0,1,1,0,0,0.0
3227129,0,0,1,0,0,0,1,1.0
79432,0,0,0,0,0,0,0,0.0
1221175,0,0,1,0,0,0,1,1.0
1540582,0,1,1,0,0,0,0,0.0
1103258,0,1,0,0,0,0,0,0.0
3035457,1,0,1,0,0,0,1,1.0
1112517,0,1,1,0,0,0,1,0.0
1193370,0,1,1,0,0,0,1,0.0
4922476,0,1,0,1,0,0,0,1.0
10435,1,0,1,0,0,0,1,1.0
3231345,1,0,1,0,0,0,1,1.0
741,1,0,1,0,0,0,1,1.0
7823343,1,0,1,0,0,0,1,1.0
1785450,0,0,0,1,0,0,0,0.0
7667502,0,0,0,1,1,0,0,0.0
1665681,0,0,0,1,0,0,0,0.0
1167374,0,0,1,0,0,0,1,1.0
1787073,0,0,1,0,0,0,1,1.0
1876887,0,0,1,0,0,0,1,1.0
4137464,0,0,1,0,0,0,1,1.0
4558087,0,0,0,1,0,0,0,0.0
2133820,0,0,1,0,0,0,1,1.0
1166578,0,0,1,0,1,0,1,1.0
1185935,0,0,0,1,0,0,0,0.0
1680046,0,0,1,0,0,0,1,1.0
6456,0,0,0,1,1,0,0,0.0
1401036,0,0,1,0,1,0,1,1.0
1166083,0,0,0,1,1,0,0,0.0
1422004,0,0,1,0,0,0,1,1.0
71654,0,0,1,0,1,0,1,1.0
1921688,0,0,1,0,0,0,0,0.0
2298058,0,0,1,0,0,0,1,1.0
4323559,0,0,0,1,0,0,0,1.0
1450663,0,1,1,0,0,0,0,1.0
1411896,0,0,0,1,0,0,0,0.0
15220,1,0,1,0,1,0,0,1.0
1197120,1,0,1,0,1,0,0,1.0
4725,1,0,0,1,0,0,0,1.0
5016350,1,0,1,0,1,0,0,1.0
1142310,1,0,1,0,1,0,0,1.0
5421966,1,0,1,0,1,0,0,1.0
5879063,1,0,1,0,1,0,0,1.0
4919068,1,0,1,0,1,0,0,1.0
3429088,1,0,1,0,1,0,0,1.0
1084745,1,0,1,0,1,0,0,1.0
4474548,1,0,1,0,1,0,0,1.0
2158160,1,0,1,0,1,0,0,1.0
8458,1,0,1,0,1,0,0,1.0
4466922,1,0,1,0,1,0,0,1.0
3876403,1,0,1,0,1,0,0,1.0
2445376,1,0,1,0,1,0,0,1.0
2604279,1,0,1,0,1,0,0,1.0
5508,1,0,1,0,1,0,0,1.0
1827068,1,0,1,0,0,0,0,1.0
1632105,1,0,1,0,0,0,0,1.0
7251,1,0,1,0,0,0,0,1.0
1723733,1,0,1,0,0,0,0,1.0
1189745,0,1,0,1,0,0,0,0.0
1111788,0,1,0,0,0,0,0,0.0
1216471,0,1,0,0,0,0,0,0.0
1810249,1,0,1,0,1,0,0,1.0
99154,1,0,1,0,1,0,0,1.0
3113,0,0,1,0,0,0,0,1.0
67244,0,0,1,0,0,0,0,1.0
8940,0,0,1,0,0,0,0,1.0
3962184,1,0,1,0,1,0,0,1.0
1100735,1,0,1,0,1,0,0,1.0
2059990,1,0,0,1,0,0,0,1.0
1100124,1,0,1,0,1,0,0,1.0
78643,1,0,1,0,1,0,0,1.0
1855587,1,0,1,0,1,0,0,1.0
89496,1,0,1,0,1,0,0,1.0
1215078,0,0,1,0,1,0,1,1.0
2076574,0,1,0,1,1,0,0,0.0
5067395,0,0,1,0,0,0,0,1.0
8309,0,0,1,0,0,0,0,1.0
1848911,0,0,1,0,0,0,0,1.0
1232776,0,0,1,0,1,0,1,1.0
1367730,0,0,1,0,1,0,1,1.0
4184192,0,0,1,0,1,0,1,1.0
97216,0,1,1,0,1,0,0,1.0
12146198,0,0,1,0,1,0,0,1.0
1243144,0,0,1,0,1,0,0,1.0
1727028,0,0,0,0,0,0,0,0.0
14438,0,0,1,0,1,0,0,1.0
1125807,0,1,0,1,0,0,0,0.0
5166442,0,0,0,1,0,0,0,1.0
4230824,0,0,1,0,1,0,1,1.0
1263881,0,0,0,1,0,0,0,0.0
1225613,0,1,1,0,1,0,0,1.0
1127917,0,0,0,1,0,0,0,0.0
3252527,1,0,1,0,1,0,0,1.0
23563,0,0,0,1,1,0,0,0.0
1757255,0,0,1,0,1,0,0,1.0
1212062,0,0,1,0,1,0,0,1.0
5560394,0,0,0,1,0,0,0,0.0
1846136,1,0,1,1,0,0,0,0.0
1650225,1,0,1,1,0,0,1,0.0
10432,1,0,1,0,1,0,1,0.0
1171787,1,0,1,0,0,0,1,0.0
2677791,1,0,1,0,0,0,1,0.0
2518371,1,0,1,1,0,0,0,0.0
2878957,1,0,1,0,0,0,0,0.0
13042,1,0,1,0,0,0,0,0.0
23096,1,0,0,0,0,1,1,0.0
23094,1,0,1,0,0,0,0,0.0
74495,0,1,0,1,0,0,0,0.0
1864632,1,0,1,0,0,0,0,1.0
6029560,1,0,1,1,0,0,0,0.0
89985,1,0,1,0,0,0,1,0.0
2045529,1,0,1,0,0,0,1,1.0
1912923,1,0,1,1,0,0,1,0.0
5494270,1,0,1,1,0,0,1,0.0
5666,1,0,1,1,0,0,1,0.0
2558356,0,1,0,1,1,0,0,0.0
2874736,0,1,1,0,0,0,0,0.0
6725,0,0,1,0,0,0,0,1.0
2869051,0,0,1,0,0,0,0,0.0
4270685,0,0,1,0,0,0,0,0.0
1817649,0,0,1,0,1,0,1,0.0
2625496,0,0,0,1,0,0,0,0.0
1411480,0,1,1,0,0,0,0,0.0
1105943,1,0,1,0,1,0,1,0.0
3758619,1,0,1,0,1,0,1,0.0
1283332,0,1,1,1,0,0,0,0.0
4214387,1,0,1,1,0,0,1,0.0
9044,1,0,1,1,0,0,0,0.0
4910119,1,0,1,1,0,0,0,0.0
2418015,0,1,1,1,0,0,0,0.0
1154115,0,0,0,1,0,0,0,0.0
5294391,0,0,1,0,0,0,0,0.0
28254,0,0,1,0,0,0,0,0.0
1260171,0,0,1,0,0,0,0,0.0
3743657,0,0,1,1,0,0,0,0.0
1490439,0,0,0,1,0,0,0,0.0
16223,0,0,1,0,0,0,0,0.0
1241513,0,0,1,0,0,0,0,0.0
6571039,1,0,1,1,0,0,0,0.0
1472432,1,0,1,0,0,0,0,0.0
12268,1,0,1,1,0,0,0,0.0
8302656,1,0,1,0,0,0,0,0.0
1647837,1,0,0,1,0,0,0,0.0
75894,0,1,1,0,1,0,1,0.0
2055687,0,0,1,0,0,0,0,0.0
1278370,0,0,1,0,0,0,0,0.0
100376,1,0,1,0,0,0,0,0.0
4873,0,1,0,1,0,0,0,0.0
3015066,1,0,1,1,0,0,0,0.0
1872804,0,1,0,1,0,0,0,0.0
1188902,1,0,1,0,0,0,0,0.0
2387439,1,0,1,0,0,0,0,0.0
4488069,0,0,0,1,0,0,0,0.0
2205803,1,0,1,0,0,0,0,0.0
1102024,0,1,1,0,1,0,1,0.0
4588400,1,0,1,1,0,0,0,0.0
2500258,1,0,1,0,0,0,0,0.0
3049623,0,1,0,1,1,0,0,0.0
4628090,0,1,1,0,1,0,1,0.0
1185483,0,1,1,0,1,0,1,0.0
5753507,1,0,1,1,0,0,0,0.0
2309765,1,0,1,1,0,0,0,0.0
4246332,1,0,1,0,0,0,0,0.0
2307867,0,1,1,0,1,0,1,0.0
1209134,1,0,1,1,0,0,0,0.0
4638848,1,0,0,1,0,0,0,0.0
